Servicer,Occupancy,PoolID,Original LTV,LOANSKEY,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,Units,Scheduled Balance,Original Balance,Zip,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,,LPMI Fee Rate,abcde,City,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Seller,Index,Initial Rate Adjustment Period,Subsequent Rate Adjustment Period,a dupe,Initial Payment Adjustmen Period,Subsequent Payment Adjustment Period,First Rate Adjustment Date,First Payment Adjustment Date,Initial Periodic Cap,Subsequent Periodic Cap,Life Cap,Margin,Max Rate,Months to Next Rate Adjustment,Months to Next Pay Adjustment,Servicing Step Up,Step up Servicing Rate
Innit Mortgage,Primary,1,80,811978,718979,725000,0,No Insurance,N,698,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,575183,575183,92336,0,2/22/07,4/1/07,3/1/37,5/1/07,4.375,0.25,0.0105,0,California,FONTANA,Y,N,Jumbo,120,360,240,2097.02,"2,097.02",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"2,097.02",61,12,3/1/12,4/1/12,5,2,5,2.25,9.38,58,59,N,0
Innit Mortgage,Primary,1,80,811989,620990,621500,0,No Insurance,N,723,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,496792,496792,92880,0,2/19/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,CORONA,Y,N,Jumbo,120,360,240,1190.23,"1,190.23",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,190.23",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,811992,553883,555000,0,No Insurance,N,808,Full Documentation,N,5 Year ARM,Purchase,Condo,1,443106,443106,98011,0,2/22/07,4/1/07,3/1/37,5/1/07,3.375,0.25,0.0105,0,Washington,BOTHELL,Y,N,Jumbo,120,360,240,1246.24,"1,246.24",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,246.24",61,12,3/1/12,4/1/12,5,2,5,2.25,8.38,58,59,N,0
Innit Mortgage,Primary,1,80,817228,605079,607500,0,No Insurance,N,761,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,484063,484063,92880,0,2/13/07,4/1/07,3/1/37,5/1/07,4.375,0.25,0.0105,0,California,CORONA,Y,N,Jumbo,120,360,240,1764.81,"1,764.81",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,764.81",61,12,3/1/12,4/1/12,5,2,5,2.25,9.38,58,59,N,0
Innit Mortgage,Primary,1,80,817231,556990,558000,0,No Insurance,N,701,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,445592,445592,92880,0,2/26/07,4/1/07,3/1/37,5/1/07,4.375,0.25,0.0105,0,California,CORONA,Y,N,Jumbo,120,360,240,1624.55,"1,624.55",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,624.55",61,12,3/1/12,4/1/12,5,2,5,2.25,9.38,58,59,N,0
Innit Mortgage,Primary,1,80,817239,549990,553000,0,No Insurance,N,748,No Income Verifier,N,5 Year ARM,Purchase,Single Family Residence,1,439992,439992,92563,0,2/26/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,MURRIETA,Y,N,Jumbo,120,360,240,1054.15,"1,054.15",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,054.15",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817247,734990,735000,0,No Insurance,N,702,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,587992,587992,92508,0,2/15/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,RIVERSIDE,Y,N,Jumbo,120,360,240,1408.73,"1,408.73",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,408.73",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817282,541440,565000,0,No Insurance,N,757,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,433152,433152,93036,0,2/20/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,OXNARD,Y,N,Jumbo,120,360,240,1037.76,"1,037.76",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,037.76",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817287,595000,595000,0,No Insurance,N,789,Full Documentation,N,5 Year ARM,Purchase,Condo,1,476000,476000,90250,0,2/27/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,HAWTHORNE,Y,N,Jumbo,120,360,240,1140.42,"1,140.42",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,140.42",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817295,699990,720000,0,No Insurance,N,804,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,559992,559992,92508,0,2/6/07,4/1/07,3/1/37,5/1/07,4.375,0.25,0.0105,0,California,RIVERSIDE,Y,N,Jumbo,120,360,240,2041.64,"2,041.40",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"2,041.40",61,12,3/1/12,4/1/12,5,2,5,2.25,9.38,58,59,N,0
Innit Mortgage,Primary,1,80,817298,622867,623000,0,No Insurance,N,661,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,498293,498293,98038,0,2/19/07,4/1/07,3/1/37,5/1/07,4.375,0.25,0.0105,0,Washington,MAPLE VALLEY,Y,N,Jumbo,120,360,240,1816.69,"1,816.69",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,816.69",61,12,3/1/12,4/1/12,5,2,5,2.25,9.38,58,59,N,0
Innit Mortgage,Primary,1,80,817304,743990,750000,0,No Insurance,N,809,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,595192,595192,92508,0,2/21/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,RIVERSIDE,Y,N,Jumbo,120,360,240,1425.98,"1,425.98",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,425.98",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817306,522787,530000,0,No Insurance,N,697,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,418229,418229,93036,0,2/23/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,OXNARD,Y,N,Jumbo,120,360,240,1002.01,"1,002.01",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,002.01",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Secondary,1,80,817309,711503,712000,0,No Insurance,N,791,Full Documentation,N,5 Year ARM,Purchase,Condo,1,569200,569200,34120,0,2/22/07,4/1/07,3/1/37,5/1/07,3.875,0.25,0.0105,0,Florida,NAPLES,Y,N,Jumbo,120,360,240,1838.04,"1,838.04",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,838.04",61,12,3/1/12,4/1/12,5,2,5,2.25,8.88,58,59,N,0
Innit Mortgage,Primary,1,80,817312,603990,604500,0,No Insurance,N,662,No Income Verifier,N,5 Year ARM,Purchase,Planned unit developments,1,483192,483192,92880,0,2/16/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,CORONA,Y,N,Jumbo,120,360,240,1157.65,"1,157.31",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,157.31",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817314,576424,576500,0,No Insurance,N,708,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,461139,461139,92223,0,2/23/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,BEAUMONT,Y,N,Jumbo,120,360,240,1104.81,"1,104.81",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,104.81",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817325,548661,575000,0,No Insurance,N,710,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,438928,438928,93036,0,2/21/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,OXNARD,Y,N,Jumbo,120,360,240,1051.6,"1,049.22",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,049.22",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817330,570261,570500,0,No Insurance,N,705,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,456208,456208,93036,0,2/20/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,OXNARD,Y,N,Jumbo,120,360,240,1093,"1,093.00",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,093.00",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817333,540162,565000,0,No Insurance,N,745,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,432129,432129,93036,0,2/20/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,OXNARD,Y,N,Jumbo,120,360,240,1035.31,"1,035.31",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,035.31",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,820528,535000,543000,0,No Insurance,N,777,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,428000,428000,98021,0,3/7/07,5/1/07,4/1/37,5/1/07,3.375,0.25,0.0105,0,Washington,BOTHELL,Y,N,Jumbo,120,360,240,1203.75,"1,203.75",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,203.75",61,12,4/1/12,5/1/12,5,2,5,2.25,8.38,59,60,N,0
Innit Mortgage,Primary,1,79.96,820530,746839,747000,0,No Insurance,N,747,Full Documentation,N,5 Year ARM,Purchase,Condo,1,597151,597151,91320,0,3/1/07,5/1/07,4/1/37,5/1/07,2.875,0.25,0.0105,0,California,THOUSAND OAKS,Y,N,Jumbo,120,360,240,1430.67,"1,429.24",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,429.24",61,12,4/1/12,5/1/12,5,2,5,2.25,7.88,59,60,N,0
Innit Mortgage,Primary,1,80,820549,594968,595000,0,No Insurance,N,781,Full Documentation,N,5 Year ARM,Purchase,Condo,1,475974,475974,91350,0,3/1/07,5/1/07,4/1/37,5/1/07,2.875,0.25,0.0105,0,California,SANTA CLARITA,Y,N,Jumbo,120,360,240,1140.35,"1,140.35",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,140.35",61,12,4/1/12,5/1/12,5,2,5,2.25,7.88,59,60,N,0
Innit Mortgage,Primary,1,57.14,820557,0,875000,0,No Insurance,N,730,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,1,500000,500000,23505,0,3/5/07,5/1/07,4/1/37,5/1/07,5.75,0.25,0.0105,0,Virginia,NORFOLK,Y,N,Jumbo,120,360,240,2395.83,"2,395.83",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"2,395.83",61,12,4/1/12,5/1/12,5,2,5,2.25,10.75,59,60,N,0
Innit Mortgage,Primary,1,79.99,829516,745675,785000,0,No Insurance,N,740,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,596500,596500,20148,0,12/28/06,2/1/07,1/1/37,5/1/07,5,0.25,0.0105,0,Virginia,ASHBURN,Y,N,Jumbo,120,360,240,2485.42,"2,485.42",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"2,485.42",61,12,1/1/12,2/1/12,5,2,5,2.25,10,56,57,N,0
Innit Mortgage,Primary,1,80,829559,560105,585000,0,No Insurance,N,742,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,448084,448084,98272,0,3/2/07,5/1/07,4/1/37,5/1/07,3.375,0.25,0.0105,0,Washington,MONROE,Y,N,Jumbo,120,360,240,1260.24,"1,260.24",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,260.24",61,12,4/1/12,5/1/12,5,2,5,2.25,8.38,59,60,N,0
Innit Mortgage,Primary,1,80,829562,569990,575000,0,No Insurance,N,754,No Income Verifier,Y,5 Year ARM,Purchase,Single Family Residence,1,455992,455992,92563,0,2/22/07,4/1/07,3/1/37,5/1/07,3.875,0.25,0.0105,0,California,MURRIETA,Y,N,Jumbo,120,360,240,1472.47,"1,472.47",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,472.47",61,12,3/1/12,4/1/12,5,2,5,2.25,8.88,58,59,N,0
Innit Mortgage,Primary,1,80,829565,521858.86,522000,0,No Insurance,N,751,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,417486,417486,93422,0,2/20/07,4/1/07,3/1/37,5/1/07,3.875,0.25,0.0105,0,California,ATASCADERO,Y,N,Jumbo,120,360,240,1348.13,"1,348.13",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,348.13",61,12,3/1/12,4/1/12,5,2,5,2.25,8.88,58,59,N,0
Innit Mortgage,Primary,1,80,810014,619990,620000,0,No Insurance,N,774,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,495992,495992,92880,0,2/15/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,CORONA,Y,N,Jumbo,120,360,240,1188.31,"1,188.31",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,188.31",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,810019,600990,606500,0,No Insurance,N,731,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,480792,480792,92880,0,2/14/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,CORONA,Y,N,Jumbo,120,360,240,1151.9,"1,151.90",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,151.90",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,810038,646604,667000,0,No Insurance,N,743,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,517283,517283,98038,0,2/12/07,4/1/07,3/1/37,5/1/07,4.375,0.25,0.0105,0,Washington,MAPLE VALLEY,Y,N,Jumbo,120,360,240,1885.93,"1,885.93",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,885.93",61,12,3/1/12,4/1/12,5,2,5,2.25,9.38,58,59,N,0
Innit Mortgage,Primary,1,80,810059,699990,700000,0,No Insurance,N,678,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,559992,559992,92336,0,2/15/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,FONTANA,Y,N,Jumbo,120,360,240,1341.65,"1,341.65",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,341.65",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,810065,629990,630000,0,No Insurance,N,693,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,503992,503992,92880,0,2/21/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,CORONA,Y,N,Jumbo,120,360,240,1207.48,"1,207.48",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,207.48",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,810070,593000,600000,0,No Insurance,N,770,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,474400,474400,92336,0,2/12/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,FONTANA,Y,N,Jumbo,120,360,240,1136.58,"1,136.58",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,136.58",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,811986,827166,860000,0,No Insurance,N,776,Full Documentation,Y,5 Year ARM,Purchase,Planned unit developments,1,661730,661730,34120,0,2/22/07,4/1/07,3/1/37,5/1/07,3.875,0.25,0.0105,0,Florida,NAPLES,Y,N,Jumbo,120,360,240,2136.84,"2,136.84",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"2,136.84",61,12,3/1/12,4/1/12,5,2,5,2.25,8.88,58,59,N,0
Innit Mortgage,Primary,1,75,817263,637990,638000,0,No Insurance,N,763,No Income Verifier,N,5 Year ARM,Purchase,Single Family Residence,1,478492,478492,92880,0,2/26/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,CORONA,Y,N,Jumbo,120,360,240,1146.39,"1,146.38",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,146.38",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,817266,781550,788000,0,No Insurance,N,740,Full Documentation,N,5 Year ARM,Purchase,Condo,1,625240,625240,91320,0,2/28/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,THOUSAND OAKS,Y,N,Jumbo,120,360,240,1497.97,"1,497.97",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,497.97",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,820533,567574,580000,0,No Insurance,N,731,No Income Verifier,Y,5 Year ARM,Purchase,Condo,1,454050,454050,91350,0,3/3/07,5/1/07,4/1/37,5/1/07,2.875,0.25,0.0105,0,California,SANTA CLARITA,Y,N,Jumbo,120,360,240,1087.83,"1,087.83",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,087.83",61,12,4/1/12,5/1/12,5,2,5,2.25,7.88,59,60,N,0
Innit Mortgage,Primary,1,80,820552,1050000,1050000,0,No Insurance,N,701,Full Documentation,Y,5 Year ARM,Purchase,Single Family Residence,1,840000,840000,80206,0,3/8/07,5/1/07,4/1/37,5/1/07,6,0.25,0.0105,0,Colorado,DENVER,Y,N,Jumbo,120,360,240,4200,"4,200.00",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"4,200.00",61,12,4/1/12,5/1/12,5,2,5,2.25,11,59,60,N,0
Innit Mortgage,Secondary,1,80,820560,735000,735000,0,No Insurance,N,803,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,588000,588000,80487,0,3/12/07,5/1/07,4/1/37,5/1/07,6.625,0.25,0.0105,0,Colorado,STEAMBOAT SPRINGS,Y,N,Jumbo,120,360,240,3246.25,"3,246.25",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"3,246.25",61,12,4/1/12,5/1/12,5,2,5,2.25,11.63,59,60,N,0
Innit Mortgage,Primary,1,80,829548,594637,685000,0,No Insurance,N,783,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,475709,475709,93036,0,2/13/07,4/1/07,3/1/37,5/1/07,2.875,0.25,0.0105,0,California,OXNARD,Y,N,Jumbo,120,360,240,1139.72,"1,139.72",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,139.72",61,12,3/1/12,4/1/12,5,2,5,2.25,7.88,58,59,N,0
Innit Mortgage,Primary,1,80,834171,549990,550000,0,No Insurance,N,780,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,1,439992,439992,98021,0,3/10/07,5/1/07,4/1/37,5/1/07,3.375,0.25,0.0105,0,Washington,BOTHELL,Y,N,Jumbo,120,360,240,1237.48,"1,237.48",0,0,0,0,1st Lien,Caned,Libor - 1 Year,60,12,"1,237.48",61,12,4/1/12,5/1/12,5,2,5,2.25,8.38,59,60,N,0
Innit Mortgage,Primary,3,78.77,446509,0,810000,0,No Insurance,N,664,Full Documentation,N,10 Year ARM,Cash-out Refinance,Single Family Residence,1,638000,638000,93444,0,1/5/06,3/1/06,2/1/36,5/1/07,6,0.25,0.0105,0,California,NIPOMO,Y,N,Jumbo,120,360,240,3190,"3,190.00",0,0,0,0,1st Lien,Massif Mortgage,Libor - 1 Year,120,12,"3,190.00",121,12,2/1/16,3/1/16,6,2,6,2.25,12,105,106,N,0
Kasha Bank,Primary,3,80,781424,1660000,1400000,0,No Insurance,N,736,Full Documentation,N,10 Year ARM,Purchase,Planned unit developments,1,1120000,1120000,85253,0,2/23/07,4/1/07,3/1/37,5/1/07,6.75,0.25,0.0105,0,Arizona,PARADISE VALLEY,Y,N,Jumbo,120,360,240,6300,"6,300.00",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,120,12,"6,300.00",121,12,3/1/17,4/1/17,5,2,5,2.25,11.75,118,119,N,0
Kasha Bank,Primary,3,52.65,817202,0,1000000,0,No Insurance,N,720,Full Documentation,N,10 Year ARM,Rate-Term Refinance,Single Family Residence,1,526000.43,526500,54843,0,3/16/07,5/1/07,4/1/37,5/1/07,6.25,0.25,0.0105,0,Wisconsin,HAYWARD,N,N,Jumbo,0,360,360,3241.76,"3,241.76",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,120,12,"3,241.76",121,12,4/1/17,5/1/17,5,2,5,2.25,11.25,119,120,N,0
Kasha Bank,Primary,3,46.56,810518,1275000,1235000,0,No Insurance,N,781,Full Documentation,N,10 Year ARM,Purchase,Planned unit developments,1,575000,575000,80016,0,2/27/07,5/1/07,4/1/37,5/1/07,6.125,0.25,0.0105,0,Colorado,CENTENNIAL,N,N,Jumbo,0,360,360,2934.9,"2,934.90",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,120,12,"2,934.90",121,12,4/1/17,5/1/17,5,2,5,2.25,11.13,119,120,N,0
Kasha Bank,Primary,2,79.88,817204,0,830000,0,No Insurance,N,742,Full Documentation,N,7 Year ARM,Rate-Term Refinance,Single Family Residence,1,663000,663000,53045,0,4/6/07,6/1/07,5/1/37,5/1/07,6.125,0.25,0.0105,0,Wisconsin,BROOKFIELD,N,N,Jumbo,0,360,360,4028.46,"4,028.46",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,84,12,"4,028.46",85,12,5/1/14,6/1/14,5,2,5,2.25,11.13,84,85,N,0
Kasha Bank,Primary,1,50.94,810504,0,3450000,0,No Insurance,N,724,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,1,1757500,1757500,85262,0,3/19/07,5/1/07,4/1/37,5/1/07,5.5,0.25,0.0105,0,Arizona,SCOTTSDALE,Y,N,Jumbo,120,360,240,8055.21,"8,055.21",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,60,12,"8,055.21",61,12,4/1/12,5/1/12,5,2,5,2.25,10.5,59,60,N,0
Kasha Bank,Primary,1,68.18,817210,0,2200000,0,No Insurance,N,773,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,1,1500000,1500000,53217,0,3/23/07,5/1/07,4/1/37,5/1/07,6,0.25,0.0105,0,Wisconsin,WHITEFISH BAY,Y,N,Jumbo,120,360,240,7500,"7,500.00",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,60,12,"7,500.00",61,12,4/1/12,5/1/12,5,2,5,2.25,11,59,60,N,0
Kasha Bank,Primary,1,71.79,820522,0,1950000,0,No Insurance,N,765,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,1,1400000,1400000,85253,0,3/22/07,5/1/07,4/1/37,5/1/07,5.875,0.25,0.0105,0,Arizona,PARADISE VALLEY,Y,N,Jumbo,120,360,240,6854.17,"6,854.17",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,60,12,"6,854.17",61,12,4/1/12,5/1/12,5,2,5,2.25,10.88,59,60,N,0
Kasha Bank,Primary,1,68.97,820525,0,2175000,0,No Insurance,N,702,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Planned unit developments,1,1500000,1500000,85262,0,3/26/07,5/1/07,4/1/37,5/1/07,6.125,0.25,0.0105,0,Arizona,SCOTTSDALE,Y,N,Jumbo,120,360,240,7656.25,"7,656.25",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,60,12,"7,656.25",61,12,4/1/12,5/1/12,5,2,5,2.25,11.13,59,60,N,0
Kasha Bank,Primary,1,60,810510,0,2500000,0,No Insurance,N,783,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,1,1500000,1500000,85028,0,3/15/07,5/1/07,4/1/37,5/1/07,5.875,0.25,0.0105,0,Arizona,PHOENIX,Y,N,Jumbo,120,360,240,7343.75,"7,343.75",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,60,12,"7,343.75",61,12,4/1/12,5/1/12,5,2,5,2.25,10.88,59,60,N,0
Kasha Bank,Primary,1,69.54,810512,0,3595000,0,No Insurance,N,720,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,1,2500000,2500000,85262,0,3/26/07,5/1/07,4/1/37,5/1/07,5.625,0.25,0.0105,0,Arizona,SCOTTSDALE,Y,N,Jumbo,120,360,240,11718.75,"11,718.75",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,60,12,"11,718.75",61,12,4/1/12,5/1/12,5,2,5,2.25,10.63,59,60,N,0
Kasha Bank,Primary,1,75,828359,0,680000,0,No Insurance,N,689,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,1,510000,510000,54902,0,4/1/07,5/1/07,4/1/37,5/1/07,6.25,0.25,0.0105,0,Wisconsin,LANOSHKOSH,Y,N,Jumbo,120,360,240,2656.25,"2,656.25",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,60,12,"2,656.25",61,12,4/1/12,5/1/12,5,2,5,2.25,11.25,59,60,N,0
Kasha Bank,Investor,1,69.09,817207,0,1100000,0,No Insurance,N,809,Stated Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,1,760000,760000,85268,0,4/3/07,6/1/07,5/1/37,5/1/07,5.625,0.25,0.0105,0,Arizona,FOUNTAIN HILLS,N,N,Jumbo,0,360,360,4374.99,"4,374.99",0,0,0,0,1st Lien,Kasha Bank,Libor - 1 Year,60,12,"4,374.99",61,12,5/1/12,6/1/12,5,2,5,2.25,10.63,60,61,N,0
WSS,Primary,3,62.07,770331,1450000,1530000,0,No Insurance,N,781,No Income Verifier,Y,10 Year ARM,Purchase,Condo,1,899627.5,900000,34108,0,3/15/07,5/1/07,4/1/37,5/1/07,6.17,0.25,0.0105,0,Florida,Naples,Y,N,Jumbo,120,360,240,4627.5,"4,603.72",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,"4,603.72",121,12,4/1/17,5/1/17,5,2,5,2.25,11.17,119,120,N,0
WSS,Primary,3,100,773279,1200000,1200000,0,No Insurance,N,784,Full Documentation,N,10 Year ARM,Purchase,Planned unit developments,1,1200000,1200000,89144,480000,3/15/07,5/1/07,4/1/37,5/1/07,6.45,0.25,0.0105,0,Nevada,Las Vegas,Y,N,Jumbo,120,360,240,6450,"6,450.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,"6,450.00",121,12,4/1/17,5/1/17,5,2,5,2.25,11.45,119,120,N,0
